Gene1	Gene2	Correlation	Gene1_class	Gene2_class	Gene1_direction	Gene2_direction	Gene1_total	Gene2_total	Gene1_TF	Gene2_TF	Gene1_photoreceptor	Gene2_photoreceptor	Gene1_known	Gene2_known	interaction_type	same_class	same_direction	source	Gene1_label	Gene2_label	Gene1_tf_family	Gene2_tf_family	cluster
AT2G44730	AT3G51895	0.6361927519875115	Short Down	Short Up	Down	Up	3	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Short Up	Trihelix	NA	1
AT1G19700	AT3G14240	0.636139279723049	Short Up	Short–Long Down	Up	Down	3	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short–Long Down	TALE	NA	1
AT1G12860	AT5G64400	0.6361382084107857	Short–Long Down	Short–Long Up	Down	Up	3	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Up	bHLH	NA	2
AT5G65310	AT4G19900	0.6357568356836728	Short–Long Down	Short Down	Down	Down	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	HD-ZIP	NA	1
AT3G28910	AT2G44730	0.635702333526196	Short–Long Down	Short Down	Down	Down	5	3	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TF-TF	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	TF, Short Down	MYB	Trihelix	1
AT1G45249	AT2G44360	0.6356921242612373	Short–Long Up	Short Down	Up	Down	4	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Down	bZIP	NA	1
AT1G45249	AT5G52570	0.6355623555293618	Short–Long Up	Short–Long Up	Up	Up	4	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	bZIP	NA	1
AT1G36060	AT2G44080	0.6354904278382217	Short Up–Down	Short Up–Down	Mixed	Mixed	2	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Down	ERF	NA	3
AT1G58110	AT5G05680	0.6354735797278915	Short Down	Short Down	Down	Down	2	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	bZIP	NA	1
AT1G19700	AT4G31390	0.6354210280570466	Short Up	Short–Long Up	Up	Up	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	TALE	NA	1
AT2G40340	AT3G57190	0.6351951903826213	Frequent	Short–Long Up	Up	Up	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short–Long Up	ERF	NA	1
AT1G45249	AT3G29200	0.6350950507634909	Short–Long Up	Short–Long Up	Up	Up	4	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	bZIP	NA	1
AT5G12850	AT3G06910	0.6350800722780386	Short–Long Down	Short Down	Down	Down	1	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	C3H	NA	1
AT5G65310	AT3G04290	0.6350402685274101	Short–Long Down	Short–Long Down	Down	Down	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	HD-ZIP	NA	1
AT4G00180	AT3G59500	0.6350387568311987	Short–Long Down	Short Up	Down	Up	1	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short Up	YABBY	NA	1
AT2G27110	AT2G47830	0.6348276154391567	Short Down	Short Down	Down	Down	3	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	FAR1	NA	1
AT2G35940	AT2G42975	0.6348009246141442	Short Up	Short Up	Up	Up	4	3	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	TALE	NA	1
AT2G27110	AT5G60820	0.6347618599056917	Short Down	Short Down	Down	Down	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	FAR1	NA	1
AT5G12850	AT1G12460	0.6347070474805789	Short–Long Down	Short–Long Down	Down	Down	1	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	C3H	NA	1
AT5G65310	AT4G38480	0.6345707685114269	Short–Long Down	Short Down	Down	Down	3	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	HD-ZIP	NA	1
AT5G13330	AT2G44080	0.6344415457229917	Short–Long Up	Short Up–Down	Up	Mixed	1	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Up–Down	ERF	NA	3
AT2G42380	AT4G15490	0.6343976655280685	Short–Long Down	Short–Long Up	Down	Up	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Up	bZIP	NA	1
AT1G45249	AT5G15600	0.6342368435398512	Short–Long Up	Short Up–Long Down	Up	Up	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up–Long Down	bZIP	NA	1
AT1G26260	AT3G59390	0.6339486467012495	Short–Long Down	Short–Long Up	Down	Up	2	1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Up	bHLH	NA	1
AT2G42380	AT2G27820	0.6338921142124793	Short–Long Down	Short–Long Up	Down	Up	4	3	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Up	bZIP	NA	1
AT1G45249	AT5G52510	0.6338584178558742	Short–Long Up	Short Up	Up	Up	4	3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	TF, Short Up	bZIP	GRAS	1
AT1G06180	AT4G06701	0.6338494285308541	Short–Long Up	Short Down	Up	Down	4	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Down	MYB	NA	1
AT2G44730	AT1G49490	0.6338325026886872	Short Down	Short–Long Down	Down	Down	3	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	Trihelix	NA	1
AT4G00180	AT3G49870	0.6337991075568707	Short–Long Down	Short Up	Down	Up	1	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short Up	YABBY	NA	1
AT5G65310	AT5G05680	0.6337315931119496	Short–Long Down	Short Down	Down	Down	3	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	HD-ZIP	NA	1
AT2G37060	AT2G40460	0.6336619565782092	Short–Long Up	Frequent	Up	Up	3	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Frequent	NF-YB	NA	1
AT1G58110	AT5G27380	0.633515184434639	Short Down	Short Down	Down	Down	2	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	bZIP	NA	1
AT5G45260	AT2G42960	0.6333859343717867	Short Down	Short Down	Down	Down	2	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	WRKY	NA	1
AT5G12850	AT3G19570	0.6333093478917914	Short–Long Down	Short Down	Down	Down	1	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	C3H	NA	1
AT4G00050	AT2G37180	0.6332376967561002	Short–Long Up	Short–Long Up	Up	Up	3	7	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	bHLH	NA	1
AT1G26260	AT5G52310	0.6330214445521721	Short–Long Down	Short–Long Up	Down	Up	2	4	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Up	bHLH	NA	1
AT3G60630	AT2G47750	0.6330175991470458	Short Down	Short–Long Down	Down	Down	2	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	GRAS	NA	1
AT5G45260	AT5G10790	0.6328707618280787	Short Down	Short Down	Down	Down	2	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	WRKY	NA	1
AT5G05410	AT3G10820	0.6328429311069002	Short–Long Up	Short Up	Up	Up	5	2	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	ERF	NA	1
AT2G30590	AT1G53350	0.6328088194718804	Short Down	Short Down	Down	Down	2	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	WRKY	NA	1
AT5G45260	AT3G07540	0.6327680309901456	Short Down	Short–Long Down	Down	Down	2	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	WRKY	NA	1
AT1G58110	AT5G03330	0.6327286613059371	Short Down	Short–Long Down	Down	Down	2	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	bZIP	NA	1
AT1G14920	AT5G01880	0.632518615464705	Short–Long Down	Short–Long Up	Down	Up	3	5	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Up	GRAS	NA	1
AT1G14920	AT4G03420	0.6324174511273508	Short–Long Down	Short–Long Up	Down	Up	3	4	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Up	GRAS	NA	1
AT1G58110	AT2G18760	0.6322753157025689	Short Down	Short Down	Down	Down	2	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	bZIP	NA	1
AT5G05410	AT3G06660	0.6320432199092062	Short–Long Up	Short–Long Up	Up	Up	5	2	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	ERF	NA	1
AT4G36900	AT3G44100	0.6320238156673154	Short–Long Up	Short–Long Up	Up	Up	5	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	ERF	NA	1
AT5G16600	AT1G60870	0.6319553176944385	Short Up–Down	Short–Long Down	Mixed	Down	5	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short–Long Down	MYB	NA	4
AT1G12860	AT5G05250	0.6317285560245295	Short–Long Down	Short–Long Down	Down	Down	3	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA	2
AT1G19700	AT2G27820	0.6317029481465815	Short Up	Short–Long Up	Up	Up	3	3	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	TALE	NA	1
AT1G58110	AT4G20780	0.6316893375282685	Short Down	Short–Long Down	Down	Down	2	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	bZIP	NA	1
AT1G26260	AT5G53050	0.6316722427347996	Short–Long Down	Short Up	Down	Up	2	4	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short Up	bHLH	NA	1
AT3G60630	AT2G30710	0.6316629070057906	Short Down	Short Down	Down	Down	2	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	GRAS	NA	1
AT2G37060	AT1G54290	0.6316556117796671	Short–Long Up	Short Up	Up	Up	3	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	NF-YB	NA	1
AT4G29190	AT5G40910	0.6316377500812355	Frequent	Short Up–Down	Down	Mixed	5	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Frequent	Short Up–Down	C3H	NA	1
AT3G60630	AT4G35310	0.6315621756347277	Short Down	Short–Long Down	Down	Down	2	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	GRAS	NA	1
AT4G01280	AT2G31010	0.6314981396973236	Short Up	Short–Long Down	Up	Down	4	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short–Long Down	MYB_related	NA	1
AT2G47890	AT1G42540	0.6314183498855916	Frequent	Short Up	Up	Up	2	1	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short Up	DBB	NA	1
AT3G60630	AT1G55200	0.6310923517658861	Short Down	Short Down	Down	Down	2	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	GRAS	NA	1
AT1G06180	AT3G45780	0.6310614692364146	Short–Long Up	Short–Long Down	Up	Down	4	2	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TF-photo	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Photoreceptor, Short–Long Down	MYB	NA	1
AT1G12860	AT3G47350	0.6306206756378617	Short–Long Down	Short–Long Down	Down	Down	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA	2
AT5G45260	AT2G33540	0.6305917676059875	Short Down	Short–Long Down	Down	Down	2	1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	WRKY	NA	1
AT1G14920	AT5G38690	0.630514102155994	Short–Long Down	Short Down	Down	Down	3	1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	GRAS	NA	1
AT1G06180	AT1G73990	0.6303986105179116	Short–Long Up	Short–Long Up	Up	Up	4	2	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	MYB	NA	1
AT3G60630	AT1G06515	0.6303891276575091	Short Down	Short–Long Down	Down	Down	2	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	GRAS	NA	1
AT1G19700	AT1G03870	0.6302098851245024	Short Up	Short–Long Down	Up	Down	3	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short–Long Down	TALE	NA	1
AT2G44730	AT4G01395	0.6301964578537655	Short Down	Short Down	Down	Down	3	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	Trihelix	NA	1
AT4G34000	AT2G38280	0.6301942207914512	Short–Long Up	Short Up	Up	Up	4	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	bZIP	NA	1
AT2G40340	AT3G09690	0.6301712264960012	Frequent	Short Down	Up	Down	3	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Frequent	Short Down	ERF	NA	1
AT4G36900	AT3G55640	0.6300145869007073	Short–Long Up	Short–Long Up	Up	Up	5	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	ERF	NA	1
AT1G19700	AT1G20330	0.6299057252119339	Short Up	Short–Long Down	Up	Down	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short–Long Down	TALE	NA	1
AT2G44730	AT4G33270	0.62979559208622	Short Down	Short–Long Down	Down	Down	3	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	Trihelix	NA	1
AT1G70000	AT4G35000	0.6296807881984486	Short–Long Up	Short Up	Up	Up	4	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	MYB_related	NA	1
AT1G26260	AT1G50420	0.6296425651335991	Short–Long Down	Short–Long Up	Down	Up	2	2	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TF-TF	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	TF, Short–Long Up	bHLH	GRAS	1
AT2G35940	AT2G07050	0.6295336255658791	Short Up	Short–Long Down	Up	Down	4	1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short–Long Down	TALE	NA	1
AT2G44730	AT4G33260	0.6293527199827165	Short Down	Short–Long Down	Down	Down	3	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	Trihelix	NA	1
AT5G05410	AT1G35660	0.6293003586166902	Short–Long Up	Short–Long Up	Up	Up	5	3	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	ERF	NA	1
AT1G14920	AT4G33040	0.6292821185871917	Short–Long Down	Short–Long Up	Down	Up	3	4	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Up	GRAS	NA	1
AT5G05410	AT1G78150	0.6292530910140555	Short–Long Up	Short Up	Up	Up	5	3	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	ERF	NA	1
AT1G70000	AT5G53970	0.6290170446466352	Short–Long Up	Short–Long Up	Up	Up	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	MYB_related	NA	1
AT1G63100	AT5G13980	0.6288587752751473	Short–Long Down	Short Down	Down	Down	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	GRAS	NA	1
AT4G36900	AT1G10410	0.6288062093290061	Short–Long Up	Short Up	Up	Up	5	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	ERF	NA	1
AT1G19700	AT1G75770	0.6285879906370413	Short Up	Short–Long Up	Up	Up	3	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	TALE	NA	1
AT2G28200	AT1G75420	0.628566718802224	Short Up–Down	Short–Long Down	Mixed	Down	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short–Long Down	C2H2	NA	1
AT1G70000	AT3G01210	0.6284434759334607	Short–Long Up	Short–Long Up	Up	Up	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	MYB_related	NA	1
AT1G45249	AT3G57240	0.6283166492120308	Short–Long Up	Short Down	Up	Down	4	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Down	bZIP	NA	1
AT1G58110	AT1G59960	0.6281793290659463	Short Down	Short–Long Down	Down	Down	2	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	bZIP	NA	1
AT5G05410	AT4G12400	0.627972832717771	Short–Long Up	Short–Long Up	Up	Up	5	4	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	ERF	NA	1
AT4G37740	AT4G09630	0.6277836772603134	Short Down	Short Down	Down	Down	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	GRF	NA	1
AT1G19700	AT1G76570	0.6276368579474058	Short Up	Short–Long Up	Up	Up	3	4	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	TALE	NA	1
AT1G14580	AT4G33200	0.6276121639122256	Short–Long Down	Short Down	Down	Down	2	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	C2H2	NA	1
AT4G36990	AT5G54890	0.6275910863494361	Short–Long Up	Short Down	Up	Down	4	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Down	HSF	NA	1
AT5G62020	AT5G62030	0.6275620530837579	Short–Long Up	Short Up	Up	Up	4	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	HSF	NA	1
AT1G70000	AT3G05640	0.6275557209780008	Short–Long Up	Short–Long Up	Up	Up	4	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	MYB_related	NA	1
AT1G63100	AT1G18650	0.6275414433620823	Short–Long Down	Short Down	Down	Down	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	GRAS	NA	1
AT2G22300	AT2G01440	0.6275067832549549	Short Up–Down	Short Down	Mixed	Down	2	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Down	CAMTA	NA	1
AT5G05410	AT2G24100	0.6273669850508893	Short–Long Up	Short–Long Up	Up	Up	5	4	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	ERF	NA	1
AT3G60630	AT1G59870	0.6272904163381943	Short Down	Frequent	Down	Up	2	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Frequent	GRAS	NA	1
AT5G52510	AT2G43910	0.6271818635712038	Short Up	Short Up–Long Down	Up	Up	3	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up–Long Down	GRAS	NA	1
AT1G19700	AT3G02720	0.62715340205908	Short Up	Short Up	Up	Up	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	TALE	NA	1
AT5G05410	AT1G66510	0.627144687025029	Short–Long Up	Short–Long Up	Up	Up	5	3	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	ERF	NA	1
AT1G45249	AT5G03650	0.627105727313481	Short–Long Up	Short–Long Up	Up	Up	4	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	bZIP	NA	1
AT4G36900	AT5G08000	0.626849280617316	Short–Long Up	Short Down	Up	Down	5	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Down	ERF	NA	1
AT3G60630	AT5G16150	0.6267968987571811	Short Down	Short–Long Down	Down	Down	2	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	GRAS	NA	1
AT5G45260	AT1G21390	0.6267660223984785	Short Down	Short Down	Down	Down	2	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	WRKY	NA	1
AT1G19700	AT1G17430	0.6266218842017799	Short Up	Short–Long Down	Up	Down	3	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short–Long Down	TALE	NA	1
