Gene1	Gene2	Correlation	Gene1_class	Gene2_class	Gene1_direction	Gene2_direction	Gene1_total	Gene2_total	Gene1_TF	Gene2_TF	Gene1_photoreceptor	Gene2_photoreceptor	Gene1_known	Gene2_known	interaction_type	same_class	same_direction	source	Gene1_label	Gene2_label	Gene1_tf_family	Gene2_tf_family
AT4G00050	AT2G41000	0.6221056335487942	Short–Long Up	Short–Long Up	Up	Up	3	3	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	bHLH	NA
AT4G37740	AT2G01440	0.6220433289361447	Short Down	Short Down	Down	Down	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	GRF	NA
AT1G76350	AT1G61215	0.6219155047078895	Short Up	Short Up	Up	Up	2	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	Nin-like	NA
AT1G45249	AT1G50420	0.6218959655605429	Short–Long Up	Short–Long Up	Up	Up	4	2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	TF, Short–Long Up	bZIP	GRAS
AT1G26260	AT2G32240	0.6218374584454355	Short–Long Down	Short Up	Down	Up	2	3	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short Up	bHLH	NA
AT2G40340	AT1G18660	0.6217821637441111	Frequent	Short–Long Up	Up	Up	3	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short–Long Up	ERF	NA
AT1G70000	AT3G02720	0.6217398184190127	Short–Long Up	Short Up	Up	Up	4	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	MYB_related	NA
AT1G70000	AT2G35940	0.6217066239418858	Short–Long Up	Short Up	Up	Up	4	4	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TF-TF	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	TF, Short Up	MYB_related	TALE
AT5G05410	AT1G12380	0.6216244678512017	Short–Long Up	Short Down	Up	Down	5	1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Down	ERF	NA
AT1G33060	AT1G48280	0.621556804222383	Short Down	Short Down	Down	Down	2	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	NAC	NA
AT1G70000	AT2G07050	0.6215498985812652	Short–Long Up	Short–Long Down	Up	Down	4	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Down	MYB_related	NA
AT2G27110	AT2G44490	0.6214838913356628	Short Down	Frequent	Down	Down	3	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Frequent	FAR1	NA
AT3G48590	AT5G07240	0.6214739398162631	Short–Long Down	Short Down	Down	Down	2	2	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	NF-YC	NA
AT1G70000	AT3G44100	0.6212600698033761	Short–Long Up	Short–Long Up	Up	Up	4	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	MYB_related	NA
AT5G05410	AT1G55530	0.6212362727643692	Short–Long Up	Short–Long Up	Up	Up	5	4	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	ERF	NA
AT1G01720	AT1G77850	0.6212283070576359	Short–Long Up	Short Down	Up	Down	6	3	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TF-photo	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Photoreceptor, Short Down	NAC	ARF
AT2G40950	AT4G33640	0.6211266373246891	Short Up	Short–Long Down	Up	Down	3	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short–Long Down	bZIP	NA
AT2G47890	AT1G55160	0.6210572057596314	Frequent	Short–Long Down	Up	Down	2	1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Frequent	Short–Long Down	DBB	NA
AT1G70000	AT2G34060	0.6209809521552031	Short–Long Up	Short–Long Down	Up	Down	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Down	MYB_related	NA
AT4G36900	AT5G18850	0.6209694245401461	Short–Long Up	Short Up	Up	Up	5	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	ERF	NA
AT1G12860	AT4G08230	0.6209631969441527	Short–Long Down	Short Up	Down	Up	3	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short Up	bHLH	NA
AT1G45249	AT1G17940	0.6209619882358565	Short–Long Up	Short–Long Up	Up	Up	4	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	bZIP	NA
AT4G36990	AT4G14300	0.6209234356184115	Short–Long Up	Short Up	Up	Up	4	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	HSF	NA
AT3G01470	AT3G14067	0.6209156303221919	Short Up	Short–Long Up	Up	Up	1	3	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	HD-ZIP	NA
AT1G20980	AT1G17500	0.6209041936206463	Short Down	Short Down	Down	Down	1	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	SBP	NA
AT4G00050	AT1G76570	0.6208955107191888	Short–Long Up	Short–Long Up	Up	Up	3	4	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	bHLH	NA
AT1G06180	AT1G27910	0.6208263421859046	Short–Long Up	Short Up	Up	Up	4	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	MYB	NA
AT5G07680	AT1G08650	0.6207780015615936	Short Up	Short–Long Up	Up	Up	1	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	NAC	NA
AT4G36900	AT1G77230	0.6207593784744257	Short–Long Up	Short Up	Up	Up	5	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	ERF	NA
AT5G52660	AT2G16900	0.6207403263473149	Short–Long Up	Short Up	Up	Up	4	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	MYB_related	NA
AT3G60630	AT2G22300	0.6206307848183957	Short Down	Short Up–Down	Down	Mixed	2	2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	TF, Short Up–Down	GRAS	CAMTA
AT1G58110	AT4G15233	0.6204736639645725	Short Down	Short–Long Down	Down	Down	2	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	bZIP	NA
AT4G34680	AT3G14740	0.6204559902975756	Short Up	Short–Long Down	Up	Down	3	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short–Long Down	GATA	NA
AT5G57150	AT3G15430	0.62042867309929	Short–Long Up	Short Up	Up	Up	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	bHLH	NA
AT2G18300	AT1G54730	0.620422793689368	Short–Long Down	Short–Long Down	Down	Down	5	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
AT2G22300	AT2G31090	0.62038949929399545	Short Up–Down	Short Down	Mixed	Down	2	2	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Down	CAMTA	NA
AT3G60630	AT5G46880	0.6203588008665103	Short Down	Short Down	Down	Down	2	1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	TF, Short Down	GRAS	HD-ZIP
AT1G58100	AT3G05160	0.6203350309609226	Short Down	Short–Long Down	Down	Down	2	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	TCP	NA
AT1G08465	AT4G11530	0.6203256937567081	Short Down	Short–Long Down	Down	Down	1	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	YABBY	NA
AT5G60120	AT5G15570	0.6202763673542981	Short Up	Short Up	Up	Up	2	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	AP2	NA
AT3G60030	AT4G24390	0.6202728071860433	Short Down	Short Down	Down	Down	1	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	SBP	NA
AT5G16600	AT4G35180	0.6202602182163377	Short Up–Down	Short Down	Mixed	Down	5	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Down	MYB	NA
AT1G01250	AT5G01880	0.6201084324026584	Short–Long Up	Short–Long Up	Up	Up	1	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	ERF	NA
AT3G23690	AT2G32980	0.6200607845098489	Short Down	Short Down	Down	Down	2	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	bHLH	NA
AT1G14920	AT1G23080	0.6200340222820873	Short–Long Down	Short–Long Down	Down	Down	3	4	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	GRAS	NA
AT4G01280	AT1G03870	0.6200320700696826	Short Up	Short–Long Down	Up	Down	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short–Long Down	MYB_related	NA
AT1G70000	AT4G27820	0.6199363844302634	Short–Long Up	Short Up	Up	Up	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	MYB_related	NA
AT1G18570	AT5G40910	0.619865108176861	Frequent	Short Up–Down	Down	Mixed	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Frequent	Short Up–Down	MYB	NA
AT1G14580	AT4G01090	0.6198373543890006	Short–Long Down	Short–Long Down	Down	Down	2	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	C2H2	NA
AT5G52660	AT2G38280	0.6197282079726902	Short–Long Up	Short Up	Up	Up	4	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	MYB_related	NA
AT1G70000	AT1G75770	0.6196219490763173	Short–Long Up	Short–Long Up	Up	Up	4	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	MYB_related	NA
AT2G44730	AT5G41910	0.6196113278908447	Short Down	Short Down	Down	Down	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	Trihelix	NA
AT3G01470	AT4G20820	0.6195445598648099	Short Up	Short–Long Up	Up	Up	1	1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	HD-ZIP	NA
AT1G45249	AT1G70480	0.6192654543555272	Short–Long Up	Short–Long Up	Up	Up	4	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	bZIP	NA
AT2G22300	AT1G71410	0.6192447392286416	Short Up–Down	Short Down	Mixed	Down	2	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Down	CAMTA	NA
AT5G45260	AT5G23575	0.6192138590600993	Short Down	Short Down	Down	Down	2	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	WRKY	NA
AT5G05410	AT1G56440	0.6191886944949657	Short–Long Up	Short–Long Up	Up	Up	5	3	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	ERF	NA
AT4G01280	AT5G64570	0.6191419403310808	Short Up	Frequent	Up	Down	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Frequent	MYB_related	NA
AT1G33240	AT1G80650	0.619133007835075	Short–Long Down	Short–Long Down	Down	Down	5	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	Trihelix	NA
AT1G19700	AT3G26200	0.6191181947385851	Short Up	Frequent	Up	Down	3	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Frequent	TALE	NA
AT1G26260	AT2G26080	0.6191143011235702	Short–Long Down	Short Up	Down	Up	2	2	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short Up	bHLH	NA
AT5G52660	AT3G54390	0.6190711194774755	Short–Long Up	Short–Long Up	Up	Up	4	4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	TF, Short–Long Up	MYB_related	Trihelix
AT1G70000	AT5G38510	0.6190534630302966	Short–Long Up	Short Up–Down	Up	Mixed	4	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Up–Down	MYB_related	NA
AT3G57800	AT5G14120	0.6188649796397903	Short–Long Down	Frequent	Down	Down	3	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Frequent	bHLH	NA
AT2G22300	AT4G37210	0.6184175630539409	Short Up–Down	Short Down	Mixed	Down	2	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Down	CAMTA	NA
AT3G46640	AT2G37050	0.6183888202018083	Frequent	Short Up	Up	Up	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short Up	G2-like	NA
AT2G47890	AT5G60800	0.6183839507657745	Frequent	Short Up	Up	Up	2	1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short Up	DBB	NA
AT1G26260	AT2G37090	0.6181868512417676	Short–Long Down	Short Up	Down	Up	2	1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short Up	bHLH	NA
AT4G36900	AT4G31870	0.6181451607797614	Short–Long Up	Short–Long Up	Up	Up	5	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	ERF	NA
AT4G00180	AT4G10430	0.6181281150227083	Short–Long Down	Short Up	Down	Up	1	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short Up	YABBY	NA
AT5G04410	AT3G23990	0.6180680260911267	Short–Long Up	Short–Long Up	Up	Up	5	4	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	NAC	NA
AT1G70000	AT1G10760	0.6180520209997639	Short–Long Up	Short–Long Up	Up	Up	4	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	MYB_related	NA
AT1G58100	AT1G25560	0.6179616976710175	Short Down	Frequent	Down	Down	2	6	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TF-TF	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	TF, Frequent	TCP	RAV
AT5G05410	AT1G71000	0.6178973462108671	Short–Long Up	Short–Long Up	Up	Up	5	2	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	ERF	NA
AT1G25560	AT3G19190	0.6178391251851998	Frequent	Short–Long Down	Down	Down	6	2	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short–Long Down	RAV	NA
AT1G30500	AT3G10410	0.6178164119767523	Short–Long Up	Frequent	Up	Up	2	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Frequent	NF-YA	NA
AT1G58110	AT4G01395	0.6178026342563745	Short Down	Short Down	Down	Down	2	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	bZIP	NA
AT5G52660	AT5G46790	0.617754691211239	Short–Long Up	Short Down	Up	Down	4	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Down	MYB_related	NA
AT1G12860	AT5G07840	0.6176559753081777	Short–Long Down	Short–Long Down	Down	Down	3	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
AT5G11260	AT1G75580	0.6175266443173995	Short–Long Up	Short–Long Up	Up	Up	5	5	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	photo-gene	TRUE	TRUE	GENIE&WGCNA	Photoreceptor, Short–Long Up	Short–Long Up	bZIP	NA
AT5G45260	AT4G34390	0.6175060055564624	Short Down	Short Up	Down	Up	2	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Short Up	WRKY	NA
AT4G13640	AT1G10200	0.6174859368431547	Short Down	Short–Long Down	Down	Down	1	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	G2-like	NA
AT2G46270	AT5G17000	0.6174701358599595	Short–Long Up	Short–Long Up	Up	Up	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	bZIP	NA
AT1G70000	AT1G64680	0.6174176120106823	Short–Long Up	Short–Long Up	Up	Up	4	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	MYB_related	NA
AT3G57980	AT2G36630	0.6172410371790054	Short Down	Short Up	Down	Up	1	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Short Up	MYB_related	NA
AT1G45249	AT5G46790	0.617214048469361	Short–Long Up	Short Down	Up	Down	4	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Down	bZIP	NA
AT1G14920	AT5G01630	0.6171911521882479	Short–Long Down	Short Down	Down	Down	3	2	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	GRAS	NA
AT2G37060	AT2G45740	0.6171073355243818	Short–Long Up	Short–Long Up	Up	Up	3	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	NF-YB	NA
AT1G33060	AT3G49570	0.6170872538723022	Short Down	Short–Long Up	Down	Up	2	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Short–Long Up	NAC	NA
AT5G41920	AT5G13200	0.6169657409560272	Short–Long Down	Short–Long Up	Down	Up	3	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Up	GRAS	NA
AT1G79700	AT2G17880	0.6168322382853525	Frequent	Frequent	Down	Down	4	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Frequent	Frequent	AP2	NA
AT1G14920	AT3G53830	0.6168245716382835	Short–Long Down	Short–Long Up	Down	Up	3	4	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Up	GRAS	NA
AT4G36900	AT3G07700	0.6167513605030223	Short–Long Up	Short–Long Up	Up	Up	5	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	ERF	NA
AT5G45260	AT1G68470	0.6167401963384641	Short Down	Short Down–Long Up	Down	Down	2	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down–Long Up	WRKY	NA
AT1G58110	AT5G48520	0.6166911859724481	Short Down	Short Down	Down	Down	2	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	bZIP	NA
AT3G17609	AT2G03050	0.6165885610572428	Frequent	Short Down	Up	Down	7	2	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	photo-gene	FALSE	FALSE	GENIE&WGCNA	Photoreceptor, Frequent	Short Down	bZIP	NA
AT2G42300	AT1G70630	0.6165483195106896	Short–Long Down	Short Down	Down	Down	4	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	bHLH	NA
AT5G52660	AT1G07180	0.6164926616030322	Short–Long Up	Short Up	Up	Up	4	3	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	MYB_related	NA
AT2G35940	AT2G37180	0.6164860425690026	Short Up	Short–Long Up	Up	Up	4	7	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	TALE	NA
AT1G18570	AT5G14950	0.6164555299568948	Frequent	Short Down	Down	Down	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short Down	MYB	NA
AT4G00180	AT5G01630	0.6164469837636685	Short–Long Down	Short Down	Down	Down	1	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	YABBY	NA
AT2G37060	AT2G16070	0.6164340658843533	Short–Long Up	Short Up	Up	Up	3	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	NF-YB	NA
AT5G05410	AT4G01550	0.6163611225679215	Short–Long Up	Short–Long Up	Up	Up	5	3	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TF-TF	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	TF, Short–Long Up	ERF	NAC
AT5G65310	AT1G77460	0.6163147087548833	Short–Long Down	Short–Long Down	Down	Down	3	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	HD-ZIP	NA
AT4G36990	AT3G23990	0.6163108352235196	Short–Long Up	Short–Long Up	Up	Up	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	HSF	NA
AT3G48590	AT5G60850	0.6162764648818764	Short–Long Down	Short Up	Down	Up	2	2	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TF-TF	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	TF, Short Up	NF-YC	Dof
AT2G37060	AT3G09690	0.616268333403409	Short–Long Up	Short Down	Up	Down	3	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Down	NF-YB	NA
