ID	Description	gene_count	total_in_cluster	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	cluster	percent_genes
GO:0006670	sphingosine metabolic process	1	11	10/21384	0.1	194.4	13.877507953165807	0.005133219573468795	0.04806472333414205	0.019596440202948946	AtNCER2	1	3	9.090909090909092
GO:0030149	sphingolipid catabolic process	1	11	10/21384	0.1	194.4	13.877507953165807	0.005133219573468795	0.04806472333414205	0.019596440202948946	AtNCER2	1	3	9.090909090909092
GO:0046512	sphingosine biosynthetic process	1	11	10/21384	0.1	194.4	13.877507953165807	0.005133219573468795	0.04806472333414205	0.019596440202948946	AtNCER2	1	3	9.090909090909092
GO:1902932	positive regulation of alcohol biosynthetic process	1	11	10/21384	0.1	194.4	13.877507953165807	0.005133219573468795	0.04806472333414205	0.019596440202948946	ERF55	1	3	9.090909090909092
GO:0009753	response to jasmonic acid	2	11	223/21384	0.008968609865470852	17.434977578475337	5.596949282847395	0.005596643922158885	0.04806472333414205	0.019596440202948946	Rap2.6L/anac081	2	3	18.181818181818183
GO:0016103	diterpenoid catabolic process	1	11	11/21384	0.09090909090909091	176.72727272727272	13.225152428035758	0.005645221752971552	0.04806472333414205	0.019596440202948946	ERF55	1	3	9.090909090909092
GO:0045487	gibberellin catabolic process	1	11	11/21384	0.09090909090909091	176.72727272727272	13.225152428035758	0.005645221752971552	0.04806472333414205	0.019596440202948946	ERF55	1	3	9.090909090909092
GO:0046466	membrane lipid catabolic process	1	11	11/21384	0.09090909090909091	176.72727272727272	13.225152428035758	0.005645221752971552	0.04806472333414205	0.019596440202948946	AtNCER2	1	3	9.090909090909092
GO:0070542	response to fatty acid	2	11	227/21384	0.00881057268722467	17.12775330396476	5.541887111458727	0.005793175202962541	0.04806472333414205	0.019596440202948946	Rap2.6L/anac081	2	3	18.181818181818183
GO:1901617	organic hydroxy compound biosynthetic process	2	11	227/21384	0.00881057268722467	17.12775330396476	5.541887111458727	0.005793175202962541	0.04806472333414205	0.019596440202948946	ERF55/AtNCER2	2	3	18.181818181818183
GO:0046520	sphingoid biosynthetic process	1	11	12/21384	0.08333333333333333	162	12.655865012082472	0.006156984376876173	0.04806472333414205	0.019596440202948946	AtNCER2	1	3	9.090909090909092
GO:0034311	diol metabolic process	1	11	13/21384	0.07692307692307693	149.53846153846155	12.15335246179985	0.006668507546062519	0.04806472333414205	0.019596440202948946	AtNCER2	1	3	9.090909090909092
GO:0034312	diol biosynthetic process	1	11	13/21384	0.07692307692307693	149.53846153846155	12.15335246179985	0.006668507546062519	0.04806472333414205	0.019596440202948946	AtNCER2	1	3	9.090909090909092
GO:0072330	monocarboxylic acid biosynthetic process	2	11	246/21384	0.008130081300813009	15.80487804878049	5.2983221249762265	0.006769679342836909	0.04806472333414205	0.019596440202948946	ERF55/AtNCER2	2	3	18.181818181818183
GO:0018208	peptidyl-proline modification	1	11	14/21384	0.07142857142857142	138.85714285714286	11.70547246661944	0.007179791361372478	0.048549065395947236	0.019793911021327635	NA	1	3	9.090909090909092
GO:0048639	positive regulation of developmental growth	1	11	15/21384	0.06666666666666667	129.6	11.302965870969633	0.00769083592361075	0.04964085005239666	0.02023904190423882	ARL	1	3	9.090909090909092
