Gene1	Gene2	Correlation	Gene1_class	Gene2_class	Gene1_direction	Gene2_direction	Gene1_total	Gene2_total	Gene1_TF	Gene2_TF	Gene1_photoreceptor	Gene2_photoreceptor	Gene1_known	Gene2_known	interaction_type	same_class	same_direction	source	Gene1_label	Gene2_label	Gene1_tf_family	Gene2_tf_family	cluster
AT1G71260	AT5G03800	0.3140657417896101	Long Up	Short Down–Long Up	Up	Up	9	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Short Down–Long Up	Whirly	NA	2
AT3G02150	AT4G01080	0.31402833706016686	Long Down	Short–Long Up	Down	Up	7	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Long Down	Short–Long Up	TCP	NA	1
AT4G00238	AT4G32720	0.31382166224033414	Long Up	Long Up	Up	Up	5	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Long Up	Long Up	GeBP	NA	3
AT5G53290	AT1G10370	0.3137609892293251	Long Up	Short Down–Long Up	Up	Up	9	7	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Short Down–Long Up	ERF	NA	1
AT4G12750	AT1G63660	0.31375615517937316	Frequent	Short Down–Long Up	Up	Up	11	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short Down–Long Up	HB-other	NA	4
AT2G28450	AT1G68990	0.3134906311999204	Short Down–Long Up	Short Down–Long Up	Up	Up	8	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short Down–Long Up	C3H	NA	3
AT2G28450	AT5G64420	0.31258933212958895	Short Down–Long Up	Short Down–Long Up	Up	Up	8	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short Down–Long Up	C3H	NA	3
AT5G53290	AT1G08800	0.31182788056257105	Long Up	Long Down	Up	Down	9	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Long Up	Long Down	ERF	NA	1
AT2G28450	AT5G11240	0.3116955624090894	Short Down–Long Up	Long Up	Up	Up	8	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Long Up	C3H	NA	3
AT2G28450	AT2G40360	0.31156055705661445	Short Down–Long Up	Short Down–Long Up	Up	Up	8	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short Down–Long Up	C3H	NA	3
AT4G12750	AT5G04895	0.31058465022049825	Frequent	Short–Long Up	Up	Up	11	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short–Long Up	HB-other	NA	4
AT2G28450	AT4G13750	0.3104462701491561	Short Down–Long Up	Short Down–Long Up	Up	Up	8	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short Down–Long Up	C3H	NA	3
AT4G12750	AT4G04670	0.3096547898505442	Frequent	Short Down–Long Up	Up	Up	11	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short Down–Long Up	HB-other	NA	4
AT5G63420	AT3G18680	0.30910883963002234	Long Up	Long Up	Up	Up	8	7	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Long Up	Long Up	Trihelix	NA	2
AT1G71260	AT3G47450	0.30900026877249764	Long Up	Long Up	Up	Up	9	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Long Up	Long Up	Whirly	NA	2
AT4G12750	AT2G36250	0.30895451838495047	Frequent	Long Up	Up	Up	11	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Long Up	HB-other	NA	4
AT5G63420	AT4G02990	0.30841374753159395	Long Up	Long Up	Up	Up	8	8	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Long Up	Long Up	Trihelix	NA	2
AT5G63420	AT1G80480	0.3077692516026928	Long Up	Long Up	Up	Up	8	8	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Long Up	Long Up	Trihelix	NA	2
AT4G00238	AT5G14520	0.3068190782074616	Long Up	Long Up	Up	Up	5	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Long Up	Long Up	GeBP	NA	3
AT2G28450	AT5G17930	0.306713775293092	Short Down–Long Up	Long Up	Up	Up	8	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Long Up	C3H	NA	3
AT2G02740	AT2G19870	0.30669957867660785	Short Down–Long Up	Short Down–Long Up	Up	Up	10	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short Down–Long Up	Whirly	NA	2
AT2G28450	AT5G06460	0.30658900237292414	Short Down–Long Up	Long Up	Up	Up	8	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Long Up	C3H	NA	3
AT2G28450	AT3G57660	0.306070463846497	Short Down–Long Up	Short Down–Long Up	Up	Up	8	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short Down–Long Up	C3H	NA	3
AT2G28450	AT3G57940	0.30603769714499196	Short Down–Long Up	Long Up	Up	Up	8	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Long Up	C3H	NA	3
AT4G27410	AT3G25780	0.305831313501147	Short Up–Long Down	Short–Long Up	Down	Up	8	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Long Down	Short–Long Up	NAC	NA	1
AT2G02740	AT1G59990	0.30577543057468376	Short Down–Long Up	Frequent	Up	Up	10	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Frequent	Whirly	NA	2
AT3G02150	AT4G21910	0.3056630310968815	Long Down	Short Down–Long Up	Down	Up	7	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Long Down	Short Down–Long Up	TCP	NA	1
AT3G02150	AT5G09620	0.30517484555661584	Long Down	Short–Long Down	Down	Down	7	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Down	Short–Long Down	TCP	NA	1
AT3G16870	AT4G35630	0.30502207710871226	Short–Long Up	Short–Long Up	Up	Up	6	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	GATA	NA	1
AT2G28450	AT5G22330	0.3048695585891903	Short Down–Long Up	Long Up	Up	Up	8	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Long Up	C3H	NA	3
AT5G63420	AT2G34640	0.3046603166277766	Long Up	Short–Long Up	Up	Up	8	7	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Short–Long Up	Trihelix	NA	2
AT5G53290	AT5G49480	0.30353025223811275	Long Up	Frequent	Up	Up	9	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Frequent	ERF	NA	1
AT4G00238	AT1G23280	0.30340050094762455	Long Up	Short Down–Long Up	Up	Up	5	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Short Down–Long Up	GeBP	NA	3
AT1G71260	AT2G04530	0.3029915826236892	Long Up	Short–Long Up	Up	Up	9	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Short–Long Up	Whirly	NA	2
AT2G28450	AT2G43650	0.3029803754552461	Short Down–Long Up	Short Down–Long Up	Up	Up	8	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short Down–Long Up	C3H	NA	3
AT5G53290	AT3G16870	0.3028682538174521	Long Up	Short–Long Up	Up	Up	9	6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	TF, Short–Long Up	ERF	GATA	1
AT1G71260	AT2G44640	0.3026704760079442	Long Up	Long Up	Up	Up	9	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Long Up	Long Up	Whirly	NA	2
AT2G28450	AT1G17690	0.3024461134137288	Short Down–Long Up	Long Up	Up	Up	8	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Long Up	C3H	NA	3
AT2G28450	AT1G49540	0.3015647702908749	Short Down–Long Up	Long Up	Up	Up	8	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Long Up	C3H	NA	3
AT4G39160	AT1G77030	0.3015287232865139	Long Up	Short Down–Long Up	Up	Up	5	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Short Down–Long Up	MYB_related	NA	3
AT2G02740	AT2G33210	0.30101022904798125	Short Down–Long Up	Long Up	Up	Up	10	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Long Up	Whirly	NA	2
AT1G71260	AT4G20130	0.30100089026576005	Long Up	Long Up	Up	Up	9	6	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Long Up	Long Up	Whirly	NA	2
AT5G63420	AT5G53920	0.30073929733321536	Long Up	Long Up	Up	Up	8	6	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Long Up	Long Up	Trihelix	NA	2
AT3G02150	AT3G16870	0.30056547893012653	Long Down	Short–Long Up	Down	Up	7	6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	FALSE	FALSE	GENIE&WGCNA	TF, Long Down	TF, Short–Long Up	TCP	GATA	1
